review,rate
admit egomaniac evans no hollywood villain yet grating showcase almost make wish would way of simpson,0
aim so low,0
eight legged freak fall flat spoof,0
tell with intricate preciseness of good short story writing,1
big dumb action movie,0
lip reading,0
audacity openness,1
enough originality life distance pack of paint number romantic comedy,1
one of year most enjoyable release,1
like,1
cellophane pop remake of punk,0
morally bankrupt character,0
overall entertaining informative documentary,1
convince mean machine decent outing just do not have big screen magic,0
exhilarate documentary,1
intentionally low,0
creepy crawlie,0
loud witless mess,0
accomplish,1
when care melt away dark theater,1
quiet patient tenacious lopez who approach difficult endless work with remarkable serenity discipline,1
dud,0
sappy situation dialogue,0
entertaining ultimately more perceptive moment,1
adorably whimsical comedy,1
pacing often way off too many bona fide groaner among too few laugh,0
on too long bog down surfeit of character unnecessary subplot,0
express way many of live someplace consume self absorption insistently demand otherness,0
how pertinent dynamic remain,1
include too much obvious padding,0
become predictably conventional,0
plot nothing but boilerplate cliché start finish,0
straight ahead thriller never rise above superficiality,0
story more four minute,0
hip hop indie snipe,1
trifling,0
may performance of career,1
faraway planet,1
one of most repellent thing,0
would change fact what have load of clam leave broil sun good three day,0
tell sweet charming tale of intergalactic friendship,1
powerful sequel one,1
ramsay clearly extraordinarily talented,1
uproarious humor,1
deft punctuation,1
sweet fluffy time,1
reduce everything touch shrill didactic cartoon,0
one of year bad cinematic tragedy,0
allow mind enter accept another world,1
could easily have call under siege alcatraz cinematic corpse never spring life,0
laugh because act so goofy time,1
oversexed,0
get old quickly,0
people mainly character so unsympathetic leave with sour taste mouth,0
four feather have reward exoticism of sea of sand fierce grandeur of sweeping battle scene,1
few film have capture chaos of urban conflagration with such fury,1
of kiddie entertainment sophisticated wit symbolic graphic design,1
forefront,1
most mind of killer,1
stage gag assault on america knee jerk moral sanctimony,0
celebration,1
could easily mistake sketchy work progress inexplicably rush megaplexe time,0
flat uncreative,0
many of gross,0
like docu drama but build multi character story with flourish,1
have not disappoint movie long time,0
lot like well make sandwich familiar fairly uneventful boast no real surprise but still quite tasty invite same,1
frailty fascinate,1
play only ever walk delicate tightrope farcical loathsome,0
film immensely enjoyable thank great performance steve buscemi rosario dawson,1
remain brightly optimistic,1
worth time,1
root monster horror movie,0
still come spielberg who have never make anything not least watchable,1
everything else about film tank,0
overbearing over top family,0
suppose romantic comedy suffer too much norma rae not enough pretty woman,0
subculture hell bent on express every way imaginable,1
shine performance offer sense on some elemental level lilia deeply want break free of old life,1
bland murder on campus,0
artwork,1
remake do anything stomach turning way adam sandler new movie rape pillage incinerate frank capra classic,0
character have freshness modesty transcend predicament,1
even corny,0
quietly introspective portrait of self esteem of employment shame of lose job,1
have whip smart sense of narrative bluff,1
beautiful woman,1
wretchedly,0
have case of masochism hour half blow,0
clever scripting solution,1
leave with visceral sensation of longing last trace of charlotte web of desire desperation,1
late fee,0
uniformly superb,1
fail endeavor,0
convince could keep family of five blind crippled amish people alive situation well british soldier do keep kick,0
siren,0
hollywood satire but wind up kind of film should target of something,0
bygone era,0
film direct joel zwick heartfelt hilarious way can not fake,1
one of french cinema master craftsman,1
funny triumphant move documentary,1
suspenseful cliché,1
tuxedo minute of screen time not one true chan moment,0
should have more compelling excuse pair susan sarandon goldie hawn,0
most virtuous limit,1
something bump night nobody care,0
puzzle most ardent fan,0
bad sign when director abandon script where moment take,0
base desire,1
black hole,0
worthy addition cinematic canon which last count number different version,1
comic energy,1
film become overwhelming pleasure,1
excite imagination,1
inauthentic core,0
remain unchanged dullard,0
if could have look into future see how bad movie,0
vivid spicy footnote history,1
suspenseful spin,1
of underdone potato,0
get more creation of famous moment,1
real talent wit elevate beyond formula level of classic romantic comedy which aspire,1
gift of involve start with spielberg right through rank of player on camera off bring together,1
good guy,1
sound like cruel deception carry out man of marginal intelligence with reactionary idea about woman total lack of empathy,0
